timestamp,open,high,low,close
2008-12-31 22:00:00+00:00,1.39795,1.40444,1.39631,1.4044
2009-01-01 22:00:00+00:00,1.4044,1.40565,1.38398,1.39211
2009-01-03 22:00:00+00:00,1.39181,1.39395,1.38796,1.39065
2009-01-04 22:00:00+00:00,1.39065,1.3963,1.3546,1.36353
2009-01-05 22:00:00+00:00,1.36353,1.36611,1.33119,1.35366
2009-01-06 22:00:00+00:00,1.35336,1.37472,1.34321,1.3644
2009-01-07 22:00:00+00:00,1.3644,1.38002,1.35344,1.37025
2009-01-08 22:00:00+00:00,1.37017,1.37521,1.34152,1.34767
2009-01-09 22:00:00+00:00,1.34757,1.34758,1.34757,1.34758
2009-01-10 22:00:00+00:00,1.34755,1.3487,1.34475,1.34781
2009-01-11 22:00:00+00:00,1.3476,1.34771,1.32895,1.3362
2009-01-12 22:00:00+00:00,1.3362,1.3374,1.31406,1.31821
2009-01-13 22:00:00+00:00,1.31821,1.3337,1.30936,1.31912
2009-01-14 22:00:00+00:00,1.31915,1.32422,1.30262,1.31166
2009-01-15 22:00:00+00:00,1.31104,1.33446,1.31104,1.32667
2009-01-17 22:00:00+00:00,1.32719,1.33777,1.32719,1.33395
2009-01-18 22:00:00+00:00,1.33395,1.33865,1.30672,1.30688
2009-01-19 22:00:00+00:00,1.30688,1.31042,1.2857,1.29068
2009-01-20 22:00:00+00:00,1.28888,1.3087,1.28244,1.30237
2009-01-21 22:00:00+00:00,1.3024,1.30836,1.29086,1.30019
2009-01-22 22:00:00+00:00,1.30016,1.30354,1.27666,1.29879
2009-01-24 22:00:00+00:00,1.29718,1.29949,1.29654,1.29661
2009-01-25 22:00:00+00:00,1.29659,1.32088,1.28636,1.31886
2009-01-26 22:00:00+00:00,1.31886,1.33297,1.31185,1.31608
2009-01-27 22:00:00+00:00,1.31608,1.33305,1.3103,1.31666
2009-01-28 22:00:00+00:00,1.31666,1.31795,1.29333,1.29538
2009-01-29 22:00:00+00:00,1.29538,1.29592,1.27633,1.28127
2009-01-31 22:00:00+00:00,1.28105,1.28107,1.27391,1.277
2009-02-01 22:00:00+00:00,1.277,1.28992,1.2704,1.28436
2009-02-02 22:00:00+00:00,1.28436,1.30576,1.28018,1.30408
2009-02-03 22:00:00+00:00,1.30408,1.30698,1.28128,1.28489
2009-02-04 22:00:00+00:00,1.28513,1.29056,1.27604,1.27916
2009-02-05 22:00:00+00:00,1.27916,1.29934,1.2748,1.29402
2009-02-06 22:00:00+00:00,1.29401,1.29401,1.29401,1.29401
2009-02-07 22:00:00+00:00,1.29425,1.29725,1.29414,1.2965
2009-02-08 22:00:00+00:00,1.2965,1.3094,1.28738,1.3003
2009-02-09 22:00:00+00:00,1.3003,1.30754,1.28095,1.2914
2009-02-10 22:00:00+00:00,1.2912,1.2997,1.2834,1.29062
2009-02-11 22:00:00+00:00,1.29062,1.2944,1.27214,1.28618
2009-02-12 22:00:00+00:00,1.28642,1.29426,1.28216,1.28624
2009-02-13 22:00:00+00:00,1.28623,1.28623,1.28623,1.28623
2009-02-14 22:00:00+00:00,1.28548,1.28831,1.2782,1.27828
2009-02-15 22:00:00+00:00,1.27828,1.28246,1.27268,1.28026
2009-02-16 22:00:00+00:00,1.28026,1.2806,1.25628,1.2583
2009-02-17 22:00:00+00:00,1.2583,1.26408,1.25134,1.25306
2009-02-18 22:00:00+00:00,1.2531,1.27605,1.25276,1.26734
2009-02-19 22:00:00+00:00,1.26736,1.2884,1.25576,1.28264
2009-02-21 22:00:00+00:00,1.28225,1.28225,1.27631,1.2806
2009-02-22 22:00:00+00:00,1.2805,1.2992,1.2692,1.2695
2009-02-23 22:00:00+00:00,1.2694,1.28769,1.26625,1.28466
2009-02-24 22:00:00+00:00,1.28466,1.28996,1.26902,1.27234
2009-02-25 22:00:00+00:00,1.27234,1.28106,1.26828,1.27446
2009-02-26 22:00:00+00:00,1.27446,1.27516,1.26047,1.26686
2009-02-27 22:00:00+00:00,1.26716,1.26716,1.26716,1.26716
2009-02-28 22:00:00+00:00,1.26672,1.26672,1.26225,1.26315
2009-03-01 22:00:00+00:00,1.2633,1.26379,1.25455,1.25778
2009-03-02 22:00:00+00:00,1.25702,1.2678,1.2522,1.25622
2009-03-03 22:00:00+00:00,1.25612,1.26637,1.24562,1.26612
2009-03-04 22:00:00+00:00,1.2659,1.26644,1.24816,1.254
2009-03-05 22:00:00+00:00,1.254,1.27544,1.25304,1.26544
2009-03-07 22:00:00+00:00,1.26568,1.26568,1.26518,1.26538
2009-03-08 21:00:00+00:00,1.2655,1.2727,1.25562,1.26116
2009-03-09 21:00:00+00:00,1.26116,1.28226,1.2579,1.26823
2009-03-10 21:00:00+00:00,1.26823,1.28646,1.26172,1.28369
2009-03-11 21:00:00+00:00,1.28369,1.29454,1.27326,1.29146
2009-03-12 21:00:00+00:00,1.29146,1.29576,1.28628,1.29294
2009-03-13 21:00:00+00:00,1.29294,1.29294,1.29294,1.29294
2009-03-14 21:00:00+00:00,1.29304,1.29304,1.28785,1.28855
2009-03-15 21:00:00+00:00,1.28905,1.30714,1.2837,1.29674
2009-03-16 21:00:00+00:00,1.29674,1.30335,1.29314,1.30174
2009-03-17 21:00:00+00:00,1.30126,1.34991,1.29865,1.34735
2009-03-18 21:00:00+00:00,1.34735,1.3739,1.3417,1.36648
2009-03-19 21:00:00+00:00,1.36648,1.37269,1.3517,1.35815
2009-03-20 21:00:00+00:00,1.35816,1.35816,1.35816,1.35816
2009-03-21 21:00:00+00:00,1.35792,1.36367,1.35622,1.36242
2009-03-22 21:00:00+00:00,1.36247,1.37359,1.34852,1.3632
2009-03-23 21:00:00+00:00,1.36328,1.36792,1.3432,1.34684
2009-03-24 21:00:00+00:00,1.34684,1.36514,1.34186,1.35818
2009-03-25 21:00:00+00:00,1.35826,1.36408,1.34942,1.35264
2009-03-26 21:00:00+00:00,1.35264,1.35918,1.32576,1.3288
2009-03-27 21:00:00+00:00,1.32895,1.32895,1.32895,1.32895
2009-03-28 21:00:00+00:00,1.32975,1.33001,1.32039,1.32277
2009-03-29 21:00:00+00:00,1.32277,1.32862,1.31131,1.31992
2009-03-30 21:00:00+00:00,1.31992,1.33426,1.31742,1.32508
2009-03-31 21:00:00+00:00,1.32496,1.32864,1.31662,1.3249
2009-04-01 21:00:00+00:00,1.3249,1.3517,1.32226,1.3461
2009-04-02 21:00:00+00:00,1.34614,1.34949,1.33652,1.34845
2009-04-04 21:00:00+00:00,1.3494,1.35337,1.34874,1.35009
2009-04-05 21:00:00+00:00,1.34987,1.35825,1.33578,1.34166
2009-04-06 21:00:00+00:00,1.34166,1.3419,1.32273,1.32724
2009-04-07 21:00:00+00:00,1.32718,1.33084,1.31478,1.3282
2009-04-08 21:00:00+00:00,1.3282,1.33358,1.31265,1.31692
2009-04-09 21:00:00+00:00,1.31688,1.3188,1.30925,1.31855
2009-04-11 21:00:00+00:00,1.31833,1.32025,1.31605,1.3188
2009-04-12 21:00:00+00:00,1.3188,1.33919,1.3126,1.33675
2009-04-13 21:00:00+00:00,1.33673,1.33819,1.32266,1.32596
2009-04-14 21:00:00+00:00,1.3259,1.32974,1.31468,1.3227
2009-04-15 21:00:00+00:00,1.3227,1.32688,1.31257,1.31868
2009-04-16 21:00:00+00:00,1.31868,1.31978,1.30178,1.30447
2009-04-18 21:00:00+00:00,1.30446,1.30758,1.30345,1.30622
2009-04-19 21:00:00+00:00,1.30622,1.30622,1.28881,1.292
2009-04-20 21:00:00+00:00,1.292,1.29944,1.28966,1.29498
2009-04-21 21:00:00+00:00,1.29498,1.30372,1.28854,1.30062
2009-04-22 21:00:00+00:00,1.30062,1.31626,1.298,1.31436
2009-04-23 21:00:00+00:00,1.31436,1.3301,1.31133,1.3242
2009-04-25 21:00:00+00:00,1.32402,1.32562,1.32308,1.32468
2009-04-26 21:00:00+00:00,1.32467,1.32512,1.30001,1.30382
2009-04-27 21:00:00+00:00,1.30382,1.31655,1.29649,1.3149
2009-04-28 21:00:00+00:00,1.3149,1.33425,1.31206,1.32745
2009-04-29 21:00:00+00:00,1.32745,1.33856,1.3191,1.32298
2009-04-30 21:00:00+00:00,1.32292,1.33278,1.32173,1.32745
2009-05-01 21:00:00+00:00,1.32705,1.32705,1.32675,1.32705
2009-05-02 21:00:00+00:00,1.32775,1.3278,1.3259,1.32705
2009-05-03 21:00:00+00:00,1.32705,1.34257,1.32125,1.34066
2009-05-04 21:00:00+00:00,1.3406,1.34386,1.3283,1.33296
2009-05-05 21:00:00+00:00,1.33296,1.33748,1.3246,1.33348
2009-05-06 21:00:00+00:00,1.33348,1.34698,1.3252,1.3391
2009-05-07 21:00:00+00:00,1.3391,1.36508,1.33425,1.36333
2009-05-09 21:00:00+00:00,1.36346,1.36673,1.36346,1.36473
2009-05-10 21:00:00+00:00,1.36463,1.36688,1.35574,1.35824
2009-05-11 21:00:00+00:00,1.35824,1.3708,1.35635,1.36486
2009-05-12 21:00:00+00:00,1.36486,1.37222,1.35668,1.36
2009-05-13 21:00:00+00:00,1.36,1.36652,1.35259,1.36396
2009-05-14 21:00:00+00:00,1.36396,1.3651,1.34614,1.34953
2009-05-16 21:00:00+00:00,1.34925,1.34955,1.34529,1.34795
2009-05-17 21:00:00+00:00,1.34795,1.35637,1.34236,1.35613
2009-05-18 21:00:00+00:00,1.35618,1.3668,1.35304,1.36298
2009-05-19 21:00:00+00:00,1.36328,1.38312,1.35836,1.37806
2009-05-20 21:00:00+00:00,1.37806,1.39231,1.37276,1.38906
2009-05-21 21:00:00+00:00,1.38912,1.40509,1.38899,1.39982
2009-05-23 21:00:00+00:00,1.40034,1.40226,1.3987,1.40187
2009-05-24 21:00:00+00:00,1.40211,1.40477,1.39582,1.40172
2009-05-25 21:00:00+00:00,1.40172,1.4022,1.38592,1.3986
2009-05-26 21:00:00+00:00,1.39854,1.40014,1.38254,1.38276
2009-05-27 21:00:00+00:00,1.38276,1.39837,1.37928,1.39402
2009-05-28 21:00:00+00:00,1.39422,1.41692,1.39254,1.41575
2009-05-29 21:00:00+00:00,1.41485,1.4149,1.41485,1.4149
2009-05-30 21:00:00+00:00,1.4147,1.4168,1.41445,1.41445
2009-05-31 21:00:00+00:00,1.41445,1.42464,1.40994,1.41594
2009-06-01 21:00:00+00:00,1.41594,1.43316,1.41016,1.43028
2009-06-02 21:00:00+00:00,1.43028,1.43386,1.41091,1.4163
2009-06-03 21:00:00+00:00,1.4163,1.42424,1.40714,1.41848
2009-06-04 21:00:00+00:00,1.4181,1.42675,1.39327,1.39683
2009-06-06 21:00:00+00:00,1.39706,1.39772,1.39608,1.39708
2009-06-07 21:00:00+00:00,1.39708,1.40032,1.38058,1.39004
2009-06-08 21:00:00+00:00,1.3897,1.41025,1.38524,1.40642
2009-06-09 21:00:00+00:00,1.40652,1.41438,1.39152,1.39842
2009-06-10 21:00:00+00:00,1.39826,1.41778,1.39448,1.41082
2009-06-11 21:00:00+00:00,1.41096,1.4129,1.3936,1.40165
2009-06-13 21:00:00+00:00,1.40105,1.40336,1.3992,1.39965
2009-06-14 21:00:00+00:00,1.39956,1.40021,1.3756,1.38026
2009-06-15 21:00:00+00:00,1.38032,1.39332,1.37482,1.3837
2009-06-16 21:00:00+00:00,1.38386,1.39856,1.38066,1.39426
2009-06-17 21:00:00+00:00,1.39418,1.40015,1.38719,1.39008
2009-06-18 21:00:00+00:00,1.39004,1.40134,1.38828,1.39365
2009-06-20 21:00:00+00:00,1.39385,1.39628,1.39356,1.3949
2009-06-21 21:00:00+00:00,1.3951,1.39572,1.38268,1.38656
2009-06-22 21:00:00+00:00,1.3865,1.41095,1.38278,1.40774
2009-06-23 21:00:00+00:00,1.4076,1.41384,1.38885,1.39291
2009-06-24 21:00:00+00:00,1.39287,1.40136,1.389,1.39884
2009-06-25 21:00:00+00:00,1.39888,1.41182,1.39831,1.40555
2009-06-26 21:00:00+00:00,1.4057,1.4057,1.4057,1.4057
2009-06-27 21:00:00+00:00,1.4059,1.4073,1.4053,1.40669
2009-06-28 21:00:00+00:00,1.40665,1.41034,1.39824,1.40823
2009-06-29 21:00:00+00:00,1.40829,1.41524,1.40014,1.40327
2009-06-30 21:00:00+00:00,1.40338,1.42012,1.40012,1.41417
2009-07-01 21:00:00+00:00,1.41415,1.41548,1.39893,1.40036
2009-07-02 21:00:00+00:00,1.40038,1.40277,1.39284,1.39801
2009-07-03 21:00:00+00:00,1.39796,1.39796,1.39796,1.39796
2009-07-04 21:00:00+00:00,1.39756,1.39756,1.39566,1.39586
2009-07-05 21:00:00+00:00,1.39597,1.39988,1.38768,1.39835
2009-07-06 21:00:00+00:00,1.39831,1.40506,1.39042,1.39239
2009-07-07 21:00:00+00:00,1.39227,1.39382,1.38328,1.3883
2009-07-08 21:00:00+00:00,1.3882,1.40731,1.38589,1.40198
2009-07-09 21:00:00+00:00,1.402,1.40308,1.38784,1.39368
2009-07-11 21:00:00+00:00,1.39341,1.39503,1.39324,1.39488
2009-07-12 21:00:00+00:00,1.39488,1.40014,1.38979,1.39778
